
Step nr. 1, h = 0.01
Step nr. 2589, h = 0.00225550869996951

Step nr. 2590, h = 0.0022547956125694

Step nr. 2591, h = 0.0022540879035235

Step nr. 2592, h = 0.00225338554711858

Step nr. 2593, h = 0.00225268851791229

Step nr. 2594, h = 0.00225199679073032

Step nr. 2595, h = 0.00225131034066366

Step nr. 2596, h = 0.00225062914306588

Step nr. 2597, h = 0.00224995317355038

Step nr. 2598, h = 0.00224928240798776

Step nr. 2599, h = 0.00224861682250331

Step nr. 2600, h = 0.00224795639347429

Step nr. 2601, h = 0.00224730109752744

Step nr. 2602, h = 0.00224665091153656

Step nr. 2603, h = 0.00224600581261992

Step nr. 2604, h = 0.00224536577813786

Step nr. 2605, h = 0.00224473078569049

Step nr. 2606, h = 0.0022441008131152

Step nr. 2607, h = 0.00224347583848447

Step nr. 2608, h = 0.00224285584010341

Step nr. 2609, h = 0.00224224079650763

Step nr. 2610, h = 0.00224163068646101

Step nr. 2611, h = 0.00224102548895336

Step nr. 2612, h = 0.00224042518319846

Step nr. 2613, h = 0.00223982974863178

Step nr. 2614, h = 0.00223923916490844

Step nr. 2615, h = 0.00223865341190106

Step nr. 2616, h = 0.00223807246969787

Step nr. 2617, h = 0.0022374963186005

Step nr. 2618, h = 0.00223692493912212

Step nr. 2619, h = 0.00223635831198557

Step nr. 2620, h = 0.00223579641812107

Step nr. 2621, h = 0.00223523923866474

Step nr. 2622, h = 0.00223468675495647

Step nr. 2623, h = 0.00223413894853824

Step nr. 2624, h = 0.00223359580115204

Step nr. 2625, h = 0.00223305729473831

Step nr. 2626, h = 0.00223252341143411

Step nr. 2627, h = 0.00223199413357135

Step nr. 2628, h = 0.00223146944367502

Step nr. 2629, h = 0.00223094932446151

Step nr. 2630, h = 0.00223043375883709

Step nr. 2631, h = 0.00222992272989608

Step nr. 2632, h = 0.00222941622091922

Step nr. 2633, h = 0.00222891421537218

Step nr. 2634, h = 0.00222841669690393

Step nr. 2635, h = 0.00222792364934521

Step nr. 2636, h = 0.00222743505670685

Step nr. 2637, h = 0.00222695090317844

Step nr. 2638, h = 0.00222647117312678

Step nr. 2639, h = 0.00222599585109435

Step nr. 2640, h = 0.00222552492179794

Step nr. 2641, h = 0.00222505837012712

Step nr. 2642, h = 0.00222459618114294

Step nr. 2643, h = 0.00222413834007651

Step nr. 2644, h = 0.00222368483232758

Step nr. 2645, h = 0.00222323564346317

Step nr. 2646, h = 0.00222279075921638

Step nr. 2647, h = 0.00222235016548494

Step nr. 2648, h = 0.00222191384832998

Step nr. 2649, h = 0.00222148179397473

Step nr. 2650, h = 0.00222105398880331

Step nr. 2651, h = 0.00222063041935939

Step nr. 2652, h = 0.00222021107234512

Step nr. 2653, h = 0.00221979593461977

Step nr. 2654, h = 0.00221938499319863

Step nr. 2655, h = 0.00221897823525193

Step nr. 2656, h = 0.00221857564810346

Step nr. 2657, h = 0.0022181772192296

Step nr. 2658, h = 0.00221778293625821

Step nr. 2659, h = 0.00221739278696749

Step nr. 2660, h = 0.00221700675928484

Step nr. 2661, h = 0.00221662484128591

Step nr. 2662, h = 0.00221624702119342

Step nr. 2663, h = 0.00221587328737626

Step nr. 2664, h = 0.0022155036283483

Step nr. 2665, h = 0.00221513803276752

Step nr. 2666, h = 0.00221477648943498

Step nr. 2667, h = 0.00221441898729384

Step nr. 2668, h = 0.00221406551542839

Step nr. 2669, h = 0.00221371606306306

Step nr. 2670, h = 0.00221337061956159

Step nr. 2671, h = 0.00221302917442601

Step nr. 2672, h = 0.00221269171729583

Step nr. 2673, h = 0.00221235823794704

Step nr. 2674, h = 0.00221202872629129

Step nr. 2675, h = 0.00221170317237508

Step nr. 2676, h = 0.0022113815663788

Step nr. 2677, h = 0.00221106389861598

Step nr. 2678, h = 0.00221075015953238

Step nr. 2679, h = 0.00221044033970528

Step nr. 2680, h = 0.0022101344298426

Step nr. 2681, h = 0.00220983242078216

Step nr. 2682, h = 0.0022095343034909

Step nr. 2683, h = 0.00220924006906408

Step nr. 2684, h = 0.00220894970872457

Step nr. 2685, h = 0.00220866321382213

Step nr. 2686, h = 0.00220838057583263

Step nr. 2687, h = 0.00220810178635737

Step nr. 2688, h = 0.00220782683712242

Step nr. 2689, h = 0.00220755571997783

Step nr. 2690, h = 0.00220728842689703

Step nr. 2691, h = 0.00220702494997616

Step nr. 2692, h = 0.0022067652814334

Step nr. 2693, h = 0.00220650941360829

Step nr. 2694, h = 0.00220625733896117

Step nr. 2695, h = 0.0022060090500725

Step nr. 2696, h = 0.0022057645396423

Step nr. 2697, h = 0.00220552380048951

Step nr. 2698, h = 0.00220528682555139

Step nr. 2699, h = 0.002205053607883

Step nr. 2700, h = 0.00220482414065656

Step nr. 2701, h = 0.00220459841716097

Step nr. 2702, h = 0.00220437643080122

Step nr. 2703, h = 0.00220415817509783

Step nr. 2704, h = 0.00220394364368636

Step nr. 2705, h = 0.0022037328303169

Step nr. 2706, h = 0.00220352572885354

Step nr. 2707, h = 0.00220332233327387

Step nr. 2708, h = 0.00220312263766852

Step nr. 2709, h = 0.00220292663624069

Step nr. 2710, h = 0.00220273432330559

Step nr. 2711, h = 0.00220254569329012

Step nr. 2712, h = 0.00220236074073234

Step nr. 2713, h = 0.00220217946028104

Step nr. 2714, h = 0.00220200184669531

Step nr. 2715, h = 0.00220182789484415

Step nr. 2716, h = 0.00220165759970603

Step nr. 2717, h = 0.00220149095636848

Step nr. 2718, h = 0.00220132796002774

Step nr. 2719, h = 0.00220116860598833

Step nr. 2720, h = 0.00220101288966272

Step nr. 2721, h = 0.00220086080657093

Step nr. 2722, h = 0.00220071235234018

Step nr. 2723, h = 0.00220056752270455

Step nr. 2724, h = 0.00220042631350465

Step nr. 2725, h = 0.00220028872068727

Step nr. 2726, h = 0.00220015474030509

Step nr. 2727, h = 0.00220002436851633

Step nr. 2728, h = 0.00219989760158446

Step nr. 2729, h = 0.00219977443587792

Step nr. 2730, h = 0.0021996548678698

Step nr. 2731, h = 0.0021995388941376

Step nr. 2732, h = 0.00219942651136294

Step nr. 2733, h = 0.0021993177163313

Step nr. 2734, h = 0.00219921250593176

Step nr. 2735, h = 0.00219911087715677

Step nr. 2736, h = 0.00219901282710189

Step nr. 2737, h = 0.0021989183529656

Step nr. 2738, h = 0.00219882745204904

Step nr. 2739, h = 0.00219874012175582

Step nr. 2740, h = 0.00219865635959179

Step nr. 2741, h = 0.00219857616316491

Step nr. 2742, h = 0.00219849953018495

Step nr. 2743, h = 0.00219842645846343

Step nr. 2744, h = 0.00219835694591336

Step nr. 2745, h = 0.00219829099054913

Step nr. 2746, h = 0.00219822859048632

Step nr. 2747, h = 0.00219816974394156

Step nr. 2748, h = 0.00219811444923239

Step nr. 2749, h = 0.00219806270477716

Step nr. 2750, h = 0.00219801450909484

Step nr. 2751, h = 0.00219796986080497

Step nr. 2752, h = 0.00219792875862749

Step nr. 2753, h = 0.00219789120138268

Step nr. 2754, h = 0.00219785718799107

Step nr. 2755, h = 0.00219782671747333

Step nr. 2756, h = 0.00219779978895018

Step nr. 2757, h = 0.00219777640164238

Step nr. 2758, h = 0.00219775655487059

Step nr. 2759, h = 0.00219774024805538

Step nr. 2760, h = 0.00219772748071714

Step nr. 2761, h = 0.00219771825247608

Step nr. 2762, h = 0.00219771256305214

Step nr. 2763, h = 0.00219771041226502

Step nr. 2764, h = 0.00219771180003415

Step nr. 2765, h = 0.00219771672637867

Step nr. 2766, h = 0.00219772519141742

Step nr. 2767, h = 0.00219773719536899

Step nr. 2768, h = 0.00219775273855168

Step nr. 2769, h = 0.00219777182138356

Step nr. 2770, h = 0.00219779444438248

Step nr. 2771, h = 0.00219782060816611

Step nr. 2772, h = 0.00219785031345201

Step nr. 2773, h = 0.00219788356105764

Step nr. 2774, h = 0.00219792035190045

Step nr. 2775, h = 0.00219796068699794

Step nr. 2776, h = 0.00219800456746774

Step nr. 2777, h = 0.00219805199452768

Step nr. 2778, h = 0.0021981029694959

Step nr. 2779, h = 0.00219815749379094

Step nr. 2780, h = 0.00219821556893184

Step nr. 2781, h = 0.00219827719653828

Step nr. 2782, h = 0.00219834237833065

Step nr. 2783, h = 0.00219841111613023

Step nr. 2784, h = 0.00219848341185935

Step nr. 2785, h = 0.00219855926754143

Step nr. 2786, h = 0.00219863868530126

Step nr. 2787, h = 0.00219872166736506

Step nr. 2788, h = 0.00219880821606074

Step nr. 2789, h = 0.00219889833381798

Step nr. 2790, h = 0.00219899202316853

Step nr. 2791, h = 0.00219908928674628

Step nr. 2792, h = 0.00219919012728755

Step nr. 2793, h = 0.00219929454763128

Step nr. 2794, h = 0.00219940255071922

Step nr. 2795, h = 0.00219951413959619

Step nr. 2796, h = 0.0021996293174103

Step nr. 2797, h = 0.0021997480874132

Step nr. 2798, h = 0.00219987045296029

Step nr. 2799, h = 0.00219999641751107

Step nr. 2800, h = 0.00220012598462931

Step nr. 2801, h = 0.00220025915798336

Step nr. 2802, h = 0.00220039594134646

Step nr. 2803, h = 0.00220053633859701

Step nr. 2804, h = 0.00220068035371888

Step nr. 2805, h = 0.00220082799080168

Step nr. 2806, h = 0.00220097925404114

Step nr. 2807, h = 0.00220113414773943

Step nr. 2808, h = 0.00220129267630542

Step nr. 2809, h = 0.00220145484425512

Step nr. 2810, h = 0.00220162065621196

Step nr. 2811, h = 0.0022017901169072

Step nr. 2812, h = 0.00220196323118028

Step nr. 2813, h = 0.00220214000397923

Step nr. 2814, h = 0.00220232044036096

Step nr. 2815, h = 0.00220250454549182

Step nr. 2816, h = 0.00220269232464786

Step nr. 2817, h = 0.0022028837832153

Step nr. 2818, h = 0.00220307892669099

Step nr. 2819, h = 0.0022032777606828

Step nr. 2820, h = 0.00220348029091008

Step nr. 2821, h = 0.00220368652320408

Step nr. 2822, h = 0.00220389646350849

Step nr. 2823, h = 0.00220411011787985

Step nr. 2824, h = 0.00220432749248806

Step nr. 2825, h = 0.00220454859361684

Step nr. 2826, h = 0.00220477342766425

Step nr. 2827, h = 0.00220500200114325

Step nr. 2828, h = 0.00220523432068214

Step nr. 2829, h = 0.00220547039302514

Step nr. 2830, h = 0.00220571022503293

Step nr. 2831, h = 0.00220595382368321

Step nr. 2832, h = 0.00220620119607122

Step nr. 2833, h = 0.00220645234941034

Step nr. 2834, h = 0.0022067072910327

Step nr. 2835, h = 0.00220696602838975

Step nr. 2836, h = 0.00220722856905285

Step nr. 2837, h = 0.00220749492071393

Step nr. 2838, h = 0.00220776509118606

Step nr. 2839, h = 0.00220803908840414

Step nr. 2840, h = 0.00220831692042552

Step nr. 2841, h = 0.00220859859543067

Step nr. 2842, h = 0.00220888412172385

Step nr. 2843, h = 0.0022091735077338

Step nr. 2844, h = 0.00220946676201441

Step nr. 2845, h = 0.00220976389324547

Step nr. 2846, h = 0.00221006491023336

Step nr. 2847, h = 0.00221036982191176

Step nr. 2848, h = 0.00221067863734246

Step nr. 2849, h = 0.00221099136571602

Step nr. 2850, h = 0.00221130801635265

Step nr. 2851, h = 0.0022116285987029

Step nr. 2852, h = 0.00221195312234843

Step nr. 2853, h = 0.00221228159700295

Step nr. 2854, h = 0.00221261403251287

Step nr. 2855, h = 0.00221295043885831

Step nr. 2856, h = 0.00221329082615378

Step nr. 2857, h = 0.00221363520464909

Step nr. 2858, h = 0.00221398358473029

Step nr. 2859, h = 0.00221433597692046

Step nr. 2860, h = 0.00221469239188065

Step nr. 2861, h = 0.0022150528404108

Step nr. 2862, h = 0.0022154173334506

Step nr. 2863, h = 0.00221578588208057

Step nr. 2864, h = 0.00221615849752288

Step nr. 2865, h = 0.00221653519114234

Step nr. 2866, h = 0.00221691597444749

Step nr. 2867, h = 0.00221730085909134

Step nr. 2868, h = 0.00221768985687275

Step nr. 2869, h = 0.00221808297973718

Step nr. 2870, h = 0.00221848023977783

Step nr. 2871, h = 0.00221888164923672

Step nr. 2872, h = 0.00221928722050565

Step nr. 2873, h = 0.00221969696612745

Step nr. 2874, h = 0.00222011089879697

Step nr. 2875, h = 0.00222052903136231

Step nr. 2876, h = 0.00222095137682582

Step nr. 2877, h = 0.00222137794834535

Step nr. 2878, h = 0.00222180875923547

Step nr. 2879, h = 0.00222224382296852

Step nr. 2880, h = 0.0022226831531759

Step nr. 2881, h = 0.00222312676364932

Step nr. 2882, h = 0.00222357466834205

Step nr. 2883, h = 0.00222402688137013

Step nr. 2884, h = 0.00222448341701355

Step nr. 2885, h = 0.00222494428971783

Step nr. 2886, h = 0.00222540951409508

Step nr. 2887, h = 0.00222587910492546

Step nr. 2888, h = 0.00222635307715853

Step nr. 2889, h = 0.00222683144591455

Step nr. 2890, h = 0.00222731422648595

Step nr. 2891, h = 0.00222780143433875

Step nr. 2892, h = 0.00222829308511394

Step nr. 2893, h = 0.00222878919462896

Step nr. 2894, h = 0.00222928977887916

Step nr. 2895, h = 0.00222979485403942

Step nr. 2896, h = 0.00223030443646548

Step nr. 2897, h = 0.0022308185426956

Step nr. 2898, h = 0.00223133718945209

Step nr. 2899, h = 0.00223186039364297

Step nr. 2900, h = 0.00223238817236339

Step nr. 2901, h = 0.0022329205428975

Step nr. 2902, h = 0.00223345752271992

Step nr. 2903, h = 0.00223399912949749

Step nr. 2904, h = 0.00223454538109101

Step nr. 2905, h = 0.00223509629555689

Step nr. 2906, h = 0.00223565189114902

Step nr. 2907, h = 0.00223621218632038

Step nr. 2908, h = 0.00223677719972498

Step nr. 2909, h = 0.00223734695021963

Step nr. 2910, h = 0.00223792145686582

Step nr. 2911, h = 0.00223850073893154

Step nr. 2912, h = 0.00223908481589327

Step nr. 2913, h = 0.00223967370743791

Step nr. 2914, h = 0.00224026743346468

Step nr. 2915, h = 0.0022408660140871

Step nr. 2916, h = 0.00224146946963512

Step nr. 2917, h = 0.0022420778206571

Step nr. 2918, h = 0.00224269108792188

Step nr. 2919, h = 0.00224330929242088

Step nr. 2920, h = 0.00224393245537027

Step nr. 2921, h = 0.00224456059821313

Step nr. 2922, h = 0.00224519374262169

Step nr. 2923, h = 0.00224583191049944

Step nr. 2924, h = 0.00224647512398352

Step nr. 2925, h = 0.00224712340544695

Step nr. 2926, h = 0.00224777677750106

Step nr. 2927, h = 0.00224843526299765

Step nr. 2928, h = 0.00224909888503162

Step nr. 2929, h = 0.00224976766694326

Step nr. 2930, h = 0.00225044163232072

Step nr. 2931, h = 0.00225112080500259

Step nr. 2932, h = 0.00225180520908042

Step nr. 2933, h = 0.00225249486890119

Step nr. 2934, h = 0.0022531898090701

Step nr. 2935, h = 0.00225389005445312

Step nr. 2936, h = 0.00225459563017965

Step nr. 2937, h = 0.00225530656164533

Step nr. 2938, h = 0.00225602287451484

Step nr. 2939, h = 0.00225674459472454

Step nr. 2940, h = 0.00225747174848553

Step nr. 2941, h = 0.00225820436228637

Step nr. 2942, h = 0.00225894246289614

Step nr. 2943, h = 0.00225968607736742

Step nr. 2944, h = 0.00226043523303919

Step nr. 2945, h = 0.00226118995754006

Step nr. 2946, h = 0.00226195027879125

Step nr. 2947, h = 0.0022627162250099

Step nr. 2948, h = 0.0022634878247121

Step nr. 2949, h = 0.00226426510671635

Step nr. 2950, h = 0.00226504810014659

Step nr. 2951, h = 0.00226583683443587

Step nr. 2952, h = 0.00226663133932956

Step nr. 2953, h = 0.00226743164488882

Step nr. 2954, h = 0.00226823778149417

Step nr. 2955, h = 0.00226904977984905

Step nr. 2956, h = 0.00226986767098339

Step nr. 2957, h = 0.00227069148625727

Step nr. 2958, h = 0.00227152125736469

Step nr. 2959, h = 0.00227235701633726

Step nr. 2960, h = 0.00227319879554826

Step nr. 2961, h = 0.00227404662771626

Step nr. 2962, h = 0.00227490054590927

Step nr. 2963, h = 0.00227576058354875

Step nr. 2964, h = 0.00227662677441353

Step nr. 2965, h = 0.00227749915264404

Step nr. 2966, h = 0.00227837775274667

Step nr. 2967, h = 0.00227926260959782

Step nr. 2968, h = 0.00228015375844827

Step nr. 2969, h = 0.00228105123492769

Step nr. 2970, h = 0.00228195507504904

Step nr. 2971, h = 0.00228286531521327

Step nr. 2972, h = 0.00228378199221355

Step nr. 2973, h = 0.00228470514324026

Step nr. 2974, h = 0.00228563480588583

Step nr. 2975, h = 0.00228657101814929

Step nr. 2976, h = 0.00228751381844139

Step nr. 2977, h = 0.00228846324558941

Step nr. 2978, h = 0.00228941933884234

Step nr. 2979, h = 0.00229038213787623

Step nr. 2980, h = 0.00229135168279893

Step nr. 2981, h = 0.0022923280141557

Step nr. 2982, h = 0.00229331117293473

Step nr. 2983, h = 0.00229430120057245

Step nr. 2984, h = 0.00229529813895898

Step nr. 2985, h = 0.00229630203044396

Step nr. 2986, h = 0.00229731291784234

Step nr. 2987, h = 0.00229833084444009

Step nr. 2988, h = 0.00229935585400023

Step nr. 2989, h = 0.00230038799076876

Step nr. 2990, h = 0.00230142729948102

Step nr. 2991, h = 0.00230247382536759

Step nr. 2992, h = 0.00230352761416079

Step nr. 2993, h = 0.00230458871210136

Step nr. 2994, h = 0.00230565716594454

Step nr. 2995, h = 0.00230673302296706

Step nr. 2996, h = 0.0023078163309737

Step nr. 2997, h = 0.00230890713830435

Step nr. 2998, h = 0.002310005493841

Step nr. 2999, h = 0.0023111114470145

Step nr. 3000, h = 0.00231222504781226

Step nr. 3001, h = 0.00231334634678532

Step nr. 3002, h = 0.00231447539505582

Step nr. 3003, h = 0.00231561224432463

Step nr. 3004, h = 0.00231675694687924

Step nr. 3005, h = 0.0023179095556013

Step nr. 3006, h = 0.00231907012397476

Step nr. 3007, h = 0.00232023870609425

Step nr. 3008, h = 0.00232141535667286

Step nr. 3009, h = 0.00232260013105075

Step nr. 3010, h = 0.00232379308520389

Step nr. 3011, h = 0.0023249942757526

Step nr. 3012, h = 0.00232620375997018

Step nr. 3013, h = 0.0023274215957924

Step nr. 3014, h = 0.00232864784182611

Step nr. 3015, h = 0.00232988255735896

Step nr. 3016, h = 0.00233112580236877

Step nr. 3017, h = 0.00233237763753295

Step nr. 3018, h = 0.00233363812423881

Step nr. 3019, h = 0.00233490732459306

Step nr. 3020, h = 0.00233618530143215

Step nr. 3021, h = 0.00233747211833263

Step nr. 3022, h = 0.00233876783962183

Step nr. 3023, h = 0.00234007253038818

Step nr. 3024, h = 0.00234138625649254

Step nr. 3025, h = 0.00234270908457909

Step nr. 3026, h = 0.00234404108208655

Step nr. 3027, h = 0.00234538231725997

Step nr. 3028, h = 0.00234673285916225

Step nr. 3029, h = 0.00234809277768607

Step nr. 3030, h = 0.00234946214356614

Step nr. 3031, h = 0.00235084102839148

Step nr. 3032, h = 0.00235222950461815

Step nr. 3033, h = 0.00235362764558188

Step nr. 3034, h = 0.00235503552551122

Step nr. 3035, h = 0.002356453219541

Step nr. 3036, h = 0.00235788080372565

Step nr. 3037, h = 0.00235931835505328

Step nr. 3038, h = 0.00236076595145957

Step nr. 3039, h = 0.00236222367184204

Step nr. 3040, h = 0.00236369159607495

Step nr. 3041, h = 0.00236516980502377

Step nr. 3042, h = 0.00236665838056072

Step nr. 3043, h = 0.00236815740558005

Step nr. 3044, h = 0.00236966696401374

Step nr. 3045, h = 0.00237118714084781

Step nr. 3046, h = 0.00237271802213836

Step nr. 3047, h = 0.00237425969502849

Step nr. 3048, h = 0.0023758122477651

Step nr. 3049, h = 0.00237737576971625

Step nr. 3050, h = 0.00237895035138906

Step nr. 3051, h = 0.00238053608444755

Step nr. 3052, h = 0.00238213306173099

Step nr. 3053, h = 0.00238374137727268

Step nr. 3054, h = 0.00238536112631887

Step nr. 3055, h = 0.0023869924053487

Step nr. 3056, h = 0.00238863531209358

Step nr. 3057, h = 0.00239028994555761

Step nr. 3058, h = 0.00239195640603848

Step nr. 3059, h = 0.00239363479514813

Step nr. 3060, h = 0.00239532521583482

Step nr. 3061, h = 0.00239702777240446

Step nr. 3062, h = 0.00239874257054353

Step nr. 3063, h = 0.00240046971734153

Step nr. 3064, h = 0.00240220932131473

Step nr. 3065, h = 0.00240396149242957

Step nr. 3066, h = 0.00240572634212718

Step nr. 3067, h = 0.002407503983348

Step nr. 3068, h = 0.0024092945305575

Step nr. 3069, h = 0.0024110980997715

Step nr. 3070, h = 0.00241291480858286

Step nr. 3071, h = 0.00241474477618841

Step nr. 3072, h = 0.00241658812341645

Step nr. 3073, h = 0.0024184449727547

Step nr. 3074, h = 0.00242031544837917

Step nr. 3075, h = 0.00242219967618349

Step nr. 3076, h = 0.00242409778380854

Step nr. 3077, h = 0.00242600990067331

Step nr. 3078, h = 0.00242793615800634

Step nr. 3079, h = 0.00242987668887689

Step nr. 3080, h = 0.00243183162822848

Step nr. 3081, h = 0.00243380111291153

Step nr. 3082, h = 0.00243578528171768

Step nr. 3083, h = 0.00243778427541468

Step nr. 3084, h = 0.00243979823678173

Step nr. 3085, h = 0.00244182731064612

Step nr. 3086, h = 0.00244387164392018

Step nr. 3087, h = 0.0024459313856394

Step nr. 3088, h = 0.00244800668700134

Step nr. 3089, h = 0.00245009770140536

Step nr. 3090, h = 0.00245220458449318

Step nr. 3091, h = 0.00245432749419069

Step nr. 3092, h = 0.00245646659075004

Step nr. 3093, h = 0.00245862203679351

Step nr. 3094, h = 0.002460793997358

Step nr. 3095, h = 0.00246298263994058

Step nr. 3096, h = 0.00246518813454473

Step nr. 3097, h = 0.00246741065372826

Step nr. 3098, h = 0.00246965037265256

Step nr. 3099, h = 0.00247190746913155

Step nr. 3100, h = 0.00247418212368378

Step nr. 3101, h = 0.00247647451958426

Step nr. 3102, h = 0.00247878484291821

Step nr. 3103, h = 0.0024811132826358

Step nr. 3104, h = 0.00248346003060873

Step nr. 3105, h = 0.00248582528168716

Step nr. 3106, h = 0.00248771800373983

Step nr. 3107, h = 0.0024880020197497

Step nr. 3108, h = 0.00248728441537856

Step nr. 3109, h = 0.00248594635147559

Step nr. 3110, h = 0.00248422677634235

Step nr. 3111, h = 0.00248227532620896

Step nr. 3112, h = 0.002480185628683

Step nr. 3113, h = 0.00247801621973056

Step nr. 3114, h = 0.00247580366182038

Step nr. 3115, h = 0.00247357076346119

Step nr. 3116, h = 0.00247133172641345

Step nr. 3117, h = 0.00246909536778585

Step nr. 3118, h = 0.00246686713656299

Step nr. 3119, h = 0.00246465037544578

Step nr. 3120, h = 0.00246244711036653

Step nr. 3121, h = 0.00246025854444021

Step nr. 3122, h = 0.0024580853669804

Step nr. 3123, h = 0.00245592794680833

Step nr. 3124, h = 0.00245378645317121

Step nr. 3125, h = 0.00245166093137116

Step nr. 3126, h = 0.00244955135006173

Step nr. 3127, h = 0.00244745763081923

Step nr. 3128, h = 0.00244537966662646

Step nr. 3129, h = 0.00244331733341938

Step nr. 3130, h = 0.00244127049729558

Step nr. 3131, h = 0.00243923901900845

Step nr. 3132, h = 0.00243722275676378

Step nr. 3133, h = 0.00243522156795511

Step nr. 3134, h = 0.00243323531023526

Step nr. 3135, h = 0.00243126384217241

Step nr. 3136, h = 0.00242930702364762

Step nr. 3137, h = 0.00242736471609032

Step nr. 3138, h = 0.00242543678261232

Step nr. 3139, h = 0.00242352308807944

Step nr. 3140, h = 0.00242162349914417

Step nr. 3141, h = 0.00241973788425333

Step nr. 3142, h = 0.00241786611364189

Step nr. 3143, h = 0.00241600805931716

Step nr. 3144, h = 0.00241416359503777

Step nr. 3145, h = 0.00241233259628915

Step nr. 3146, h = 0.00241051494025788

Step nr. 3147, h = 0.00240871050580462

Step nr. 3148, h = 0.00240691917343716

Step nr. 3149, h = 0.00240514082528302

Step nr. 3150, h = 0.00240337534506278

Step nr. 3151, h = 0.00240162261806351

Step nr. 3152, h = 0.00239988253111228

Step nr. 3153, h = 0.00239815497255104

Step nr. 3154, h = 0.0023964398322108

Step nr. 3155, h = 0.00239473700138748

Step nr. 3156, h = 0.00239304637281715

Step nr. 3157, h = 0.00239136784065263

Step nr. 3158, h = 0.00238970130043991

Step nr. 3159, h = 0.00238804664909568

Step nr. 3160, h = 0.00238640378488475

Step nr. 3161, h = 0.002384772607398

Step nr. 3162, h = 0.0023831530175312

Step nr. 3163, h = 0.0023815449174638

Step nr. 3164, h = 0.00237994821063833

Step nr. 3165, h = 0.00237836280174018

Step nr. 3166, h = 0.00237678859667772

Step nr. 3167, h = 0.00237522550256276

Step nr. 3168, h = 0.00237367342769199

Step nr. 3169, h = 0.00237213228152767

Step nr. 3170, h = 0.00237060197467974

Step nr. 3171, h = 0.00236908241888755

Step nr. 3172, h = 0.00236757352700258

Step nr. 3173, h = 0.00236607521297086

Step nr. 3174, h = 0.00236458739181635

Step nr. 3175, h = 0.00236310997962385

Step nr. 3176, h = 0.00236164289352324

Step nr. 3177, h = 0.00236018605167301

Step nr. 3178, h = 0.00235873937324486

Step nr. 3179, h = 0.00235730277840837

Step nr. 3180, h = 0.00235587618831545

Step nr. 3181, h = 0.00235445952508607

Step nr. 3182, h = 0.00235305271179339

Step nr. 3183, h = 0.00235165567244952

Step nr. 3184, h = 0.00235026833199163

Step nr. 3185, h = 0.0023488906162681

Step nr. 3186, h = 0.00234752245202503

Step nr. 3187, h = 0.00234616376689305

Step nr. 3188, h = 0.0023448144893743

Step nr. 3189, h = 0.00234347454882965

Step nr. 3190, h = 0.00234214387546612

Step nr. 3191, h = 0.00234082240032449

Step nr. 3192, h = 0.00233951005526763

Step nr. 3193, h = 0.00233820677296819

Step nr. 3194, h = 0.002336912486897

Step nr. 3195, h = 0.00233562713131199

Step nr. 3196, h = 0.00233435064124643

Step nr. 3197, h = 0.00233308295249825

Step nr. 3198, h = 0.00233182400161921

Step nr. 3199, h = 0.00233057372590398

Step nr. 3200, h = 0.00232933206338005

Step nr. 3201, h = 0.00232809895279685

Step nr. 3202, h = 0.00232687433361649

Step nr. 3203, h = 0.00232565814600308

Step nr. 3204, h = 0.00232445033081344

Step nr. 3205, h = 0.00232325082958732

Step nr. 3206, h = 0.00232205958453798

Step nr. 3207, h = 0.00232087653854313

Step nr. 3208, h = 0.00231970163513565

Step nr. 3209, h = 0.00231853481849471

Step nr. 3210, h = 0.00231737603343692

Step nr. 3211, h = 0.00231622522540788

Step nr. 3212, h = 0.00231508234047347

Step nr. 3213, h = 0.00231394732531184

Step nr. 3214, h = 0.00231282012720477

Step nr. 3215, h = 0.00231170069402999

Step nr. 3216, h = 0.00231058897425296

Step nr. 3217, h = 0.00230948491691926

Step nr. 3218, h = 0.00230838847164697

Step nr. 3219, h = 0.00230729958861904

Step nr. 3220, h = 0.00230621821857587

Step nr. 3221, h = 0.00230514431280801

Step nr. 3222, h = 0.00230407782314914

Step nr. 3223, h = 0.00230301870196881

Step nr. 3224, h = 0.00230196690216573

